OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10546,VICTE,1,1997-05-23 00:00:00.000,20-06-1997,1997-05-27 00:00:00.000,3,194.72,Victuailles  en  stock,"2,  rue  du  Commerce",Lyon,,69004,France
10547,SEVES,3,1997-05-23 00:00:00,1997-06-20 00:00:00.000,1997-06-02 00:00:00.000,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,  london  ,,OX15 4NB,UK
10548,TOMSP,3,1997/05/26,06/23/1997,1997-06-02 00:00:00.000,2,1.43,TOMS SPEZIALITÄTEN,Luisenstr. 48,  Münster  ,,44087,Germany
10549,QUICK,5,1997-05-27 00:00:00.000,1997-06-10 00:00:00.000,30-05-1997,1,171.24,QUICK-Stop,TAUCHERSTRASSE  10,Cunewalde,,01307,Germany
10550,GODOS,7,1997-05-28 00:00:00.000,1997-06-25 00:00:00.000,06-06-1997,3,4.32,Godos  Cocina  Típica,"c/  romero,  33",Sevilla,,41101,Spain
10551,FURIB,4,1997-05-28 00:00:00.000,1997-07-09 00:00:00.000,1997-06-06 00:00:00.000,3,72.95,Furia  Bacalhau  e  Frutos  do  Mar,JARDIM DAS ROSAS N. 32,  Lisboa  ,,1675,Portugal
10552,HILAA,2,1997/05/29,26-06-1997,1997-06-05 00:00:00.000,1,83.22,HILARION-Abastos,  Carrera 22 con Ave. Carlos Soublette #8-35  ,  SAN CRISTÓBAL  ,Táchira,5022,Venezuela
10553,WARTH,2,1997-05-30 00:00:00,1997-06-27 00:00:00.000,1997-06-03 00:00:00.000,2,149.49,  wartian herkku  ,Torikatu  38,Oulu,,90110,Finland
10554,OTTIK,4,30-05-1997,1997-06-27 00:00:00.000,05.06.1997,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10555,SAVEA,6,1997-06-02 00:00:00.000,1997-06-30 00:00:00.000,1997-06-04 00:00:00.000,3,252.49,  Save-a-lot Markets  ,187 Suffolk Ln.,Boise,ID,83720,USA
10556,SIMOB,2,03.06.1997,1997/07/15,13.06.1997,1,9.8,SIMONS BISTRO,Vinbæltet  34,Kobenhavn,,1734,Denmark
10557,LEHMS,9,1997-06-03 00:00:00.000,1997-06-17 00:00:00,06-06-1997,2,96.72,Lehmanns  Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10558,AROUT,1,04-06-1997,1997/07/02,1997-06-10 00:00:00.000,2,72.97,  Around the Horn  ,Brook Farm Stratford St. Mary,colchester,Essex,CO7 6JX,UK
10559,BLONP,6,06/05/1997,03.07.1997,1997-06-13 00:00:00.000,1,8.05,BLONDEL PÈRE ET FILS,"  24, place Kléber  ",  STRASBOURG  ,,67000,France
10560,FRANK,8,06.06.1997,1997-07-04 00:00:00.000,1997-06-09 00:00:00.000,1,36.65,Frankenversand,BERLINER  PLATZ  43,München,,80805,Germany
10561,FOLKO,2,06-06-1997,04.07.1997,09.06.1997,2,242.21,Folk och fä HB,  åkergatan 24  ,BRÄCKE,,S-844 67,Sweden
10562,REGGC,1,1997-06-09 00:00:00.000,1997-07-07 00:00:00,12-06-1997,1,22.95,  Reggiani Caseifici  ,Strada  Provinciale  124,Reggio Emilia,,42100,Italy
10563,RICAR,2,1997-06-10 00:00:00.000,1997-07-22 00:00:00.000,24.06.1997,2,60.43,RICARDO ADOCICADOS,"Av. Copacabana, 267",  Rio de Janeiro  ,RJ,02389-890,Brazil
10564,RATTC,4,1997/06/10,08-07-1997,1997-06-16 00:00:00.000,3,13.75,Rattlesnake  Canyon  Grocery,2817 MILTON DR.,Albuquerque,NM,87110,USA
10565,MEREP,8,1997-06-11 00:00:00.000,1997/07/09,1997-06-18 00:00:00.000,2,7.15,Mère  Paillarde,  43 RUE ST. LAURENT  ,MONTRÉAL,Québec,H1J 1C3,Canada
10566,BLONP,9,1997-06-12 00:00:00.000,1997-07-10 00:00:00.000,1997-06-18 00:00:00.000,1,88.4,  Blondel père et fils  ,"24, PLACE KLÉBER",  Strasbourg  ,,67000,France
10567,HUNGO,1,06/12/1997,1997-07-10 00:00:00.000,06/17/1997,1,33.97,  Hungry Owl All-Night Grocers  ,8 johnstown road,Cork,Co. Cork,,Ireland
10568,GALED,3,1997/06/13,11.07.1997,1997-07-09 00:00:00,3,6.54,Galería  del  gastronómo,"Rambla de Cataluña, 23",barcelona,,8022,Spain
10569,RATTC,5,16-06-1997,1997/07/14,07/11/1997,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10570,MEREP,3,1997-06-17 00:00:00,1997-07-15 00:00:00,1997/06/19,3,188.99,Mère Paillarde,  43 rue St. Laurent  ,Montréal,Québec,H1J 1C3,Canada
10571,ERNSH,8,1997-06-17 00:00:00.000,29-07-1997,1997-07-04 00:00:00.000,3,26.06,  Ernst Handel  ,Kirchgasse 6,Graz,,8010,Austria
10572,BERGS,3,06/18/1997,1997/07/16,1997-06-25 00:00:00.000,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10573,ANTON,7,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-20 00:00:00.000,3,84.84,ANTONIO MORENO TAQUERÍA,  MATADEROS  2312  ,  México D.F.  ,,05023,Mexico
10574,TRAIH,4,19.06.1997,1997-07-17 00:00:00.000,1997-06-30 00:00:00,2,37.6,  trail's head gourmet provisioners  ,722  DAVINCI  BLVD.,Kirkland,WA,98034,USA
10575,MORGK,5,1997-06-20 00:00:00,1997-07-04 00:00:00.000,1997-06-30 00:00:00.000,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
10576,TORTU,3,23-06-1997,07/07/1997,06/30/1997,3,18.56,Tortuga  Restaurante,Avda.  Azteca  123,MÉXICO D.F.,,05033,Mexico
10577,TRAIH,9,1997-06-23 00:00:00.000,08/04/1997,30.06.1997,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10578,BSBEV,4,1997-06-24 00:00:00,1997/07/22,1997-07-25 00:00:00.000,3,29.6,B'S BEVERAGES,Fauntleroy Circus,London,,EC2 5NT,UK
10579,LETSS,1,1997-06-25 00:00:00.000,1997-07-23 00:00:00.000,07/04/1997,2,13.73,  Let's Stop N Shop  ,87  Polk  St.  Suite  5,SAN FRANCISCO,CA,94117,USA
10580,OTTIK,4,1997-06-26 00:00:00.000,1997/07/24,1997-07-01 00:00:00.000,3,75.89,OTTILIES  KÄSELADEN,Mehrheimerstr.  369,köln,,50739,Germany
10581,FAMIA,3,1997-06-26 00:00:00.000,24.07.1997,1997-07-02 00:00:00.000,1,3.01,  Familia Arquibaldo  ,"Rua Orós, 92",  Sao Paulo  ,SP,05442-030,Brazil
10582,BLAUS,3,1997-06-27 00:00:00.000,1997-07-25 00:00:00.000,1997-07-14 00:00:00,2,27.71,Blauer  See  Delikatessen,  Forsterstr. 57  ,Mannheim,,68306,Germany
10583,WARTH,2,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997/07/04,2,7.28,Wartian Herkku,Torikatu  38,Oulu,,90110,Finland
10584,BLONP,4,1997-06-30 00:00:00.000,1997-07-28 00:00:00,1997-07-04 00:00:00.000,1,59.14,Blondel  père  et  fils,"24, place Kléber",Strasbourg,,67000,France
10585,WELLI,7,1997-07-01 00:00:00.000,1997-07-29 00:00:00.000,10-07-1997,1,13.41,Wellington  Importadora,"RUA DO MERCADO, 12",  RESENDE  ,SP,08737-363,Brazil
10586,REGGC,9,07/02/1997,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10587,QUEDE,1,1997-07-02 00:00:00.000,1997/07/30,07/09/1997,1,62.52,Que  Delícia,"RUA DA PANIFICADORA, 12",  Rio de Janeiro  ,RJ,02389-673,Brazil
10588,QUICK,2,1997-07-03 00:00:00.000,1997-07-31 00:00:00.000,1997-07-10 00:00:00,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10589,GREAL,8,1997-07-04 00:00:00.000,01-08-1997,1997-07-14 00:00:00.000,2,4.42,  GREAT LAKES FOOD MARKET  ,2732 Baker Blvd.,Eugene,OR,97403,USA
10590,MEREP,4,1997-07-07 00:00:00.000,08/04/1997,14-07-1997,3,44.77,MÈRE  PAILLARDE,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10591,VAFFE,1,1997-07-07 00:00:00.000,1997-07-21 00:00:00.000,16-07-1997,1,55.92,vaffeljernet,SMAGSLOGET 45,ÅRHUS,,8200,Denmark
10592,LEHMS,3,1997-07-08 00:00:00.000,08/05/1997,07/16/1997,1,32.1,Lehmanns Marktstand,magazinweg 7,  Frankfurt a.M.  ,,60528,Germany
10593,LEHMS,7,09-07-1997,1997-08-06 00:00:00.000,13-08-1997,2,174.2,  LEHMANNS MARKTSTAND  ,Magazinweg 7,frankfurt  a.m.,,60528,Germany
10594,OLDWO,3,1997-07-09 00:00:00.000,06-08-1997,16.07.1997,2,5.24,Old  World  Delicatessen,2743  Bering  St.,Anchorage,AK,99508,USA
10595,ERNSH,2,1997-07-10 00:00:00,1997-08-07 00:00:00.000,1997-07-14 00:00:00.000,1,96.78,ernst handel,Kirchgasse 6,  Graz  ,,8010,Austria
10596,WHITC,8,11.07.1997,1997-08-08 00:00:00.000,12-08-1997,1,16.34,White  Clover  Markets,1029  -  12th  ave.  s.,Seattle,WA,98124,USA
10597,PICCO,7,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,07/18/1997,3,35.12,Piccolo und mehr,GEISLWEG 14,  salzburg  ,,5020,Austria
10598,RATTC,1,14.07.1997,1997-08-11 00:00:00,1997-07-18 00:00:00.000,3,44.42,Rattlesnake  Canyon  Grocery,  2817 Milton Dr.  ,Albuquerque,NM,,USA
10599,BSBEV,6,1997/07/15,26.08.1997,1997-07-21 00:00:00,3,29.98,B'S BEVERAGES,Fauntleroy Circus,London,,EC2 5NT,UK
10600,HUNGC,4,1997-07-16 00:00:00,1997/08/13,21.07.1997,1,45.13,HUNGRY COYOTE IMPORT STORE,City Center Plaza 516 Main St.,ELGIN,OR,97827,USA
10601,HILAA,7,1997-07-16 00:00:00.000,1997-08-27 00:00:00.000,1997-07-22 00:00:00,1,58.3,  HILARION-Abastos  ,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10602,VAFFE,8,1997-07-17 00:00:00.000,1997-08-14 00:00:00,1997/07/22,2,2.92,Vaffeljernet,smagsloget 45,Århus,,8200,Denmark
10603,SAVEA,8,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,08.08.1997,2,48.77,SAVE-A-LOT MARKETS,187  Suffolk  Ln.,Boise,ID,83720,USA
10604,FURIB,1,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,29.07.1997,1,7.46,  Furia Bacalhau e Frutos do Mar  ,  Jardim das rosas n. 32  ,lisboa,,1675,Portugal
10605,MEREP,1,1997-07-21 00:00:00.000,18.08.1997,29.07.1997,2,379.13,MÈRE PAILLARDE,43 rue st. laurent,  montréal  ,Québec,H1J 1C3,Canada
10606,TRADH,4,07/22/1997,1997-08-19 00:00:00.000,31-07-1997,3,79.4,  Tradiçao Hipermercados  ,"  av. inês de castro, 414  ",SAO  PAULO,SP,05634-030,Brazil
10607,SAVEA,5,1997-07-22 00:00:00.000,1997/08/19,25-07-1997,1,2960.0,  Save-a-lot Markets  ,  187 Suffolk Ln.  ,  Boise  ,ID,83720,USA
10608,TOMSP,4,23.07.1997,1997-08-20 00:00:00.000,1997-08-01 00:00:00.000,2,27.79,TOMS SPEZIALITÄTEN,LUISENSTR. 48,Münster,,44087,Germany
10609,DUMON,7,24.07.1997,08/21/1997,30.07.1997,2,1.85,Du monde entier,"67, RUE DES CINQUANTE OTAGES",Nantes,,44000,France
10610,LAMAI,8,1997-07-25 00:00:00.000,22-08-1997,1997-08-06 00:00:00.000,1,26.78,la maison d'asie,1 rue Alsace-Lorraine,toulouse,,31000,France
10611,WOLZA,6,25-07-1997,1997-08-22 00:00:00.000,1997-08-01 00:00:00.000,2,80.65,Wolski Zajazd,ul.  filtrowa  68,  Warszawa  ,,01-012,Poland
10612,SAVEA,1,1997/07/28,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,2,544.08,save-a-lot markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,HILAA,4,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,2,8.11,  HILARION-ABASTOS  ,  Carrera 22 con Ave. Carlos Soublette #8-35  ,  San Cristóbal  ,Táchira,5022,Venezuela
10614,BLAUS,8,1997-07-29 00:00:00.000,1997/08/26,1997-08-01 00:00:00.000,3,1.93,blauer  see  delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10615,WILMK,2,30-07-1997,1997-08-27 00:00:00.000,06.08.1997,3,0.75,Wilman Kala,KESKUSKATU  45,Helsinki,,21240,Finland
10616,GREAL,1,31-07-1997,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,2,116.53,Great  Lakes  Food  Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,GREAL,4,31.07.1997,1997-08-28 00:00:00.000,1997-08-04 00:00:00.000,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,eugene,OR,97403,USA
10618,MEREP,1,1997-08-01 00:00:00.000,12.09.1997,1997-08-08 00:00:00,1,154.68,Mère Paillarde,  43 rue st. laurent  ,Montréal,Québec,H1J 1C3,Canada
10619,MEREP,3,1997-08-04 00:00:00.000,1997-09-01 00:00:00.000,1997-08-07 00:00:00.000,3,91.05,Mère  Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10620,LAUGB,2,05.08.1997,02-09-1997,1997-08-14 00:00:00.000,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,  vancouver  ,BC,V3F 2K1,Canada
10621,ISLAT,4,08/05/1997,09/02/1997,1997-08-11 00:00:00.000,2,23.73,  island trading  ,  Garden House Crowther Way  ,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,4,1997-08-06 00:00:00.000,1997-09-03 00:00:00.000,11.08.1997,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10623,FRANK,8,07-08-1997,1997-09-04 00:00:00.000,08/12/1997,2,97.18,Frankenversand,Berliner Platz 43,  MÜNCHEN  ,,80805,Germany
10624,THECR,4,1997-08-07 00:00:00.000,09/04/1997,1997-08-19 00:00:00.000,2,94.8,The Cracker Box,  55 grizzly peak rd.  ,Butte,MT,59801,USA
10625,ANATR,3,1997-08-08 00:00:00.000,09/05/1997,1997-08-14 00:00:00.000,1,43.9,ana trujillo emparedados y helados,  Avda. de la Constitución 2222  ,MÉXICO D.F.,,05021,Mexico
10626,BERGS,1,11.08.1997,08-09-1997,1997-08-20 00:00:00,2,138.69,Berglunds  snabbköp,BERGUVSVÄGEN  8,LULEÅ,,S-958 22,Sweden
10627,SAVEA,8,1997-08-11 00:00:00.000,22.09.1997,1997/08/21,3,107.46,  save-a-lot markets  ,187 suffolk ln.,Boise,ID,83720,USA
10628,BLONP,4,1997-08-12 00:00:00.000,1997/09/09,20.08.1997,3,30.36,Blondel  père  et  fils,"24, place kléber",Strasbourg,,67000,France
10629,GODOS,4,1997-08-12 00:00:00.000,1997-09-09 00:00:00,1997-08-20 00:00:00.000,3,85.46,Godos  Cocina  Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10630,KOENE,1,1997-08-13 00:00:00.000,1997/09/10,1997-08-19 00:00:00.000,2,32.35,  königlich essen  ,Maubelstr. 90,  Brandenburg  ,,,Germany
10631,LAMAI,8,1997-08-14 00:00:00.000,1997-09-11 00:00:00.000,15-08-1997,1,0.87,  La maison d'Asie  ,  1 RUE ALSACE-LORRAINE  ,Toulouse,,31000,France
10632,WANDK,8,1997/08/14,1997-09-11 00:00:00.000,1997-08-19 00:00:00.000,1,41.38,Die Wandernde Kuh,  ADENAUERALLEE 900  ,Stuttgart,,70563,Germany
10633,ERNSH,7,1997-08-15 00:00:00.000,09/12/1997,18.08.1997,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10634,FOLIG,4,1997-08-15 00:00:00.000,1997/09/12,1997-08-21 00:00:00.000,3,487.38,  Folies gourmandes  ,"184, chaussée de Tournai",Lille,,59000,France
10635,MAGAA,8,18-08-1997,09/15/1997,1997-08-21 00:00:00.000,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,  BERGAMO  ,,24100,Italy
10636,WARTH,4,1997-08-19 00:00:00.000,1997-09-16 00:00:00.000,1997-08-26 00:00:00.000,1,1.15,WARTIAN HERKKU,TORIKATU 38,  Oulu  ,,90110,Finland
10637,QUEEN,6,1997/08/19,1997-09-16 00:00:00.000,1997-08-26 00:00:00.000,1,201.29,Queen Cozinha,"ALAMEDA DOS CANÀRIOS, 891",sao paulo,SP,05487-020,Brazil
10638,LINOD,3,20.08.1997,09/17/1997,01-09-1997,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,i.  de  margarita,Nueva Esparta,4980,Venezuela
10639,SANTG,7,08/20/1997,17-09-1997,1997-08-27 00:00:00.000,3,38.64,Santé  Gourmet,Erling Skakkes gate 78,  STAVERN  ,,4110,Norway
10640,WANDK,4,1997-08-21 00:00:00,1997-09-18 00:00:00.000,1997-08-28 00:00:00.000,1,23.55,  die wandernde kuh  ,  Adenauerallee 900  ,  Stuttgart  ,,70563,Germany
10641,HILAA,4,1997/08/22,1997/09/19,1997-08-26 00:00:00,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10642,SIMOB,7,1997-08-22 00:00:00.000,1997-09-19 00:00:00.000,1997-09-05 00:00:00.000,3,41.89,Simons bistro,Vinbæltet 34,  KOBENHAVN  ,,1734,Denmark
10643,ALFKI,6,1997-08-25 00:00:00,22-09-1997,1997/09/02,1,29.46,  Alfreds Futterkiste  ,obere str. 57,berlin,,12209,Germany
10644,WELLI,3,25-08-1997,1997-09-22 00:00:00,1997-09-01 00:00:00.000,2,0.14,  Wellington Importadora  ,"  Rua do Mercado, 12  ",Resende,SP,08737-363,Brazil
10645,HANAR,4,26-08-1997,1997-09-23 00:00:00.000,1997-09-02 00:00:00,1,12.41,  Hanari Carnes  ,"rua do paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10646,HUNGO,9,08/27/1997,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,3,142.33,HUNGRY OWL ALL-NIGHT GROCERS,  8 Johnstown Road  ,Cork,Co. Cork,,Ireland
10647,QUEDE,4,1997-08-27 00:00:00.000,1997-09-10 00:00:00.000,03.09.1997,2,45.54,Que Delícia,"RUA  DA  PANIFICADORA,  12",Rio de Janeiro,RJ,02389-673,Brazil
10648,RICAR,5,1997-08-28 00:00:00.000,1997/10/09,1997-09-09 00:00:00.000,2,14.25,ricardo adocicados,"  Av. Copacabana, 267  ",Rio de Janeiro,RJ,02389-890,Brazil
10649,MAISD,5,1997-08-28 00:00:00.000,1997-09-25 00:00:00.000,1997-08-29 00:00:00.000,3,6.2,Maison Dewey,RUE JOSEPH-BENS 532,Bruxelles,,B-1180,Belgium
10650,FAMIA,5,08/29/1997,1997/09/26,1997-09-03 00:00:00.000,3,176.81,Familia  Arquibaldo,"RUA ORÓS, 92",Sao  Paulo,SP,05442-030,Brazil
10651,WANDK,8,1997-09-01 00:00:00.000,29-09-1997,1997-09-11 00:00:00.000,2,20.6,Die  Wandernde  Kuh,adenauerallee  900,Stuttgart,,70563,Germany
10652,GOURL,4,01-09-1997,1997-09-29 00:00:00,09/08/1997,2,7.14,Gourmet Lanchonetes,"  Av. Brasil, 442  ",Campinas,SP,04876-786,Brazil
10653,FRANK,1,09/02/1997,1997/09/30,19-09-1997,1,93.25,Frankenversand,  Berliner Platz 43  ,  München  ,,80805,Germany
10654,BERGS,5,02-09-1997,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,1,55.26,Berglunds snabbköp,Berguvsvägen    8,Luleå,,S-958 22,Sweden
10655,REGGC,1,09/03/1997,1997/10/01,11.09.1997,2,4.41,Reggiani  Caseifici,  Strada Provinciale 124  ,REGGIO  EMILIA,,42100,Italy
10656,GREAL,6,1997-09-04 00:00:00.000,1997/10/02,1997-09-10 00:00:00.000,1,57.15,  GREAT LAKES FOOD MARKET  ,  2732 BAKER BLVD.  ,  Eugene  ,OR,97403,USA
10657,SAVEA,2,1997-09-04 00:00:00.000,1997-10-02 00:00:00,15-09-1997,2,352.69,save-a-lot markets,187  SUFFOLK  LN.,Boise,ID,83720,USA
10658,QUICK,4,05-09-1997,1997-10-03 00:00:00.000,1997/09/08,1,364.15,  QUICK-STOP  ,TAUCHERSTRASSE  10,Cunewalde,,01307,Germany
10659,QUEEN,7,1997-09-05 00:00:00.000,10/03/1997,1997-09-10 00:00:00.000,2,105.81,QUEEN COZINHA,"Alameda dos Canàrios, 891",SAO PAULO,SP,05487-020,Brazil
10660,HUNGC,8,1997-09-08 00:00:00.000,1997-10-06 00:00:00,1997/10/15,1,111.29,Hungry Coyote Import Store,  City Center Plaza 516 Main St.  ,Elgin,OR,97827,USA
10661,HUNGO,7,1997-09-09 00:00:00.000,07.10.1997,15-09-1997,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,  CORK  ,Co. Cork,,Ireland
10662,LONEP,3,09-09-1997,1997-10-07 00:00:00,1997-09-18 00:00:00.000,2,1.28,Lonesome Pine Restaurant,  89 chiaroscuro rd.  ,PORTLAND,OR,97219,USA
10663,BONAP,2,10.09.1997,1997-09-24 00:00:00,10/03/1997,2,113.15,Bon  app',"12,  RUE  DES  BOUCHERS",Marseille,,13008,France
10664,FURIB,1,09/10/1997,1997-10-08 00:00:00.000,1997-09-19 00:00:00,3,1.27,  Furia Bacalhau e Frutos do Mar  ,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10665,LONEP,1,1997/09/11,09-10-1997,1997-09-17 00:00:00.000,2,26.31,Lonesome  Pine  Restaurant,89 Chiaroscuro Rd.,  Portland  ,OR,97219,USA
10666,RICSU,7,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,22.09.1997,2,232.42,RICHTER SUPERMARKT,STARENWEG 5,  Genève  ,,1204,Switzerland
10667,ERNSH,7,1997-09-12 00:00:00.000,1997-10-10 00:00:00,09/19/1997,1,78.09,ernst handel,Kirchgasse 6,Graz,,8010,Austria
10668,WANDK,1,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-23 00:00:00.000,2,47.22,die wandernde kuh,Adenauerallee  900,stuttgart,,70563,Germany
10669,SIMOB,2,09/15/1997,13.10.1997,1997-09-22 00:00:00.000,1,24.39,Simons bistro,  VINBÆLTET 34  ,Kobenhavn,,1734,Denmark
10670,FRANK,4,09/16/1997,1997-10-14 00:00:00.000,18-09-1997,1,203.48,frankenversand,Berliner Platz 43,münchen,,80805,Germany
10671,FRANR,1,1997-09-17 00:00:00,1997-10-15 00:00:00.000,24.09.1997,1,30.34,France  restauration,"54, rue royale",Nantes,,44000,France
10672,BERGS,9,1997/09/17,01.10.1997,09/26/1997,2,95.75,berglunds snabbköp,  Berguvsvägen  8  ,Luleå,,S-958 22,Sweden
10673,WILMK,2,1997-09-18 00:00:00.000,1997/10/16,1997-09-19 00:00:00.000,1,22.76,Wilman  Kala,Keskuskatu 45,Helsinki,,21240,Finland
10674,ISLAT,4,09/18/1997,16-10-1997,09/30/1997,2,0.9,ISLAND  TRADING,GARDEN HOUSE CROWTHER WAY,Cowes,Isle of Wight,PO31 7PJ,UK
10675,FRANK,5,1997-09-19 00:00:00.000,17.10.1997,1997-09-23 00:00:00.000,2,31.85,Frankenversand,Berliner Platz 43,  MÜNCHEN  ,,80805,Germany
10676,TORTU,2,1997-09-22 00:00:00.000,20.10.1997,1997-09-29 00:00:00.000,2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10677,ANTON,1,1997-09-22 00:00:00,1997-10-20 00:00:00.000,26-09-1997,3,4.03,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10678,SAVEA,7,23.09.1997,1997-10-21 00:00:00.000,1997-10-16 00:00:00.000,3,388.98,Save-a-lot Markets,  187 Suffolk Ln.  ,Boise,ID,83720,USA
10679,BLONP,8,23.09.1997,1997-10-21 00:00:00.000,1997-09-30 00:00:00.000,3,27.94,Blondel père et fils,"24,  PLACE  KLÉBER",strasbourg,,67000,France
10680,OLDWO,1,1997-09-24 00:00:00,22.10.1997,1997-09-26 00:00:00.000,1,26.61,Old World Delicatessen,  2743 Bering St.  ,ANCHORAGE,AK,99508,USA
10681,GREAL,3,1997-09-25 00:00:00.000,1997-10-23 00:00:00.000,30-09-1997,3,76.13,Great Lakes Food Market,2732 BAKER BLVD.,  eugene  ,OR,97403,USA
10682,ANTON,3,1997-09-25 00:00:00.000,23.10.1997,01.10.1997,2,36.13,antonio moreno taquería,Mataderos  2312,México D.F.,,05023,Mexico
10683,DUMON,2,26.09.1997,1997-10-24 00:00:00.000,10/01/1997,1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10684,OTTIK,3,1997-09-26 00:00:00.000,24-10-1997,1997-09-30 00:00:00.000,1,145.63,ottilies käseladen,mehrheimerstr. 369,Köln,,50739,Germany
10685,GOURL,4,1997/09/29,13.10.1997,1997-10-03 00:00:00.000,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10686,PICCO,2,09/30/1997,10/28/1997,1997-10-08 00:00:00.000,1,96.5,Piccolo  und  mehr,Geislweg 14,Salzburg,,5020,Austria
10687,HUNGO,9,1997-09-30 00:00:00.000,1997-10-28 00:00:00,1997-10-30 00:00:00,2,296.43,Hungry Owl All-Night Grocers,8 JOHNSTOWN ROAD,Cork,Co. Cork,,Ireland
10688,VAFFE,4,01-10-1997,1997-10-15 00:00:00.000,1997-10-07 00:00:00.000,2,299.09,Vaffeljernet,  smagsloget 45  ,Århus,,8200,Denmark
10689,BERGS,1,01.10.1997,1997-10-29 00:00:00.000,1997/10/07,2,13.42,berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10690,HANAR,1,1997/10/02,1997-10-30 00:00:00.000,1997-10-03 00:00:00.000,1,15.8,  Hanari Carnes  ,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10691,QUICK,2,03-10-1997,1997-11-14 00:00:00.000,22.10.1997,2,810.05,  QUICK-Stop  ,Taucherstraße  10,CUNEWALDE,,01307,Germany
10692,ALFKI,4,1997-10-03 00:00:00.000,31-10-1997,1997/10/13,2,61.02,Alfred's Futterkiste,Obere  Str.  57,Berlin,,12209,Germany
10693,WHITC,3,1997-10-06 00:00:00.000,1997/10/20,10/10/1997,3,139.34,White Clover Markets,1029 - 12th Ave. S.,SEATTLE,WA,98124,USA
10694,QUICK,8,1997-10-06 00:00:00.000,1997-11-03 00:00:00.000,1997/10/09,3,398.36,QUICK-Stop,TAUCHERSTRASSE 10,  Cunewalde  ,,01307,Germany
10695,WILMK,7,07.10.1997,1997-11-18 00:00:00.000,1997-10-14 00:00:00.000,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10696,WHITC,8,08.10.1997,1997-11-19 00:00:00.000,1997-10-14 00:00:00.000,3,102.55,White Clover Markets,1029 - 12th Ave. S.,SEATTLE,WA,98124,USA
