OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderYear,OrderMonth,OrderDayOfWeek,ShippingDurationDays,Delivery_Status
10527,QUICK,7,1997-05-05,1997-06-02,1997-05-07,1,41.9,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,5,Monday,2.0,On-Time
10528,GREAL,6,1997-05-06,1997-05-20,1997-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,Or,97403,Usa,1997,5,Tuesday,3.0,On-Time
10529,MAISD,5,1997-05-07,1997-06-04,1997-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,1997,5,Wednesday,2.0,On-Time
10530,PICCO,3,1997-05-08,1997-05-06,1997-05-12,2,339.22,Piccolo Und Mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,1997,5,Thursday,4.0,Delayed
10531,OCEAN,7,1997-05-08,1997-06-05,1997-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Unknown,1010,Argentina,1997,5,Thursday,11.0,On-Time
10532,EASTC,7,1997-05-09,1997-06-06,1997-05-12,3,74.46,Eastern Connection,35 King George,London,Unknown,Wx3 6Fw,Uk,1997,5,Friday,3.0,On-Time
10533,FOLKO,8,1997-05-12,1997-09-06,1997-05-22,1,188.04,Folk Och Fä Hb,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1997,5,Monday,10.0,On-Time
10534,LEHMS,8,1997-05-12,1997-06-09,1997-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,5,Monday,2.0,On-Time
10535,ANTON,4,1997-05-13,1997-06-10,1997-05-21,1,15.64,Antonio Moreno Taquería,Mataderos 2312,México D.F.,Unknown,05023,Mexico,1997,5,Tuesday,8.0,On-Time
10536,LEHMS,3,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,5,Wednesday,23.0,On-Time
10537,RICSU,1,1997-05-14,1997-05-28,1997-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,1997,5,Wednesday,5.0,On-Time
10538,BSBEV,9,1997-06-12,1997-05-15,1997-05-16,3,4.87,B'S Beverages,Fauntleroy Circus,London,Unknown,Ec2 5Nt,Uk,1997,6,Thursday,-27.0,Delayed
10539,BSBEV,6,1997-05-16,1997-06-13,1997-05-23,3,12.36,B'S Beverages,Fauntleroy Circus,London,Unknown,Ec2 5Nt,Uk,1997,5,Friday,7.0,On-Time
10540,QUICK,3,1997-05-19,1997-06-16,1997-06-13,3,1007.64,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,5,Monday,25.0,On-Time
10541,HANAR,2,1997-05-19,1997-06-16,1997-05-29,1,68.65,Hanari Carnes,"Rua Do Paço, 67",Rio De Janeiro,Rj,Unknown,Brazil,1997,5,Monday,10.0,On-Time
10542,KOENE,1,1997-05-20,1997-06-17,1997-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1997,5,Tuesday,6.0,On-Time
10543,LILAS,8,1997-05-21,1997-06-18,1997-05-23,2,48.17,Lila-Supermercado,Carrera 52 Con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1997,5,Wednesday,2.0,On-Time
10544,LONEP,4,1997-05-21,1997-06-18,1997-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,Or,97219,Usa,1997,5,Wednesday,9.0,On-Time
10545,LAZYK,8,1997-05-22,1997-06-19,1997-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,Wa,99362,Usa,1997,5,Thursday,35.0,Delayed
10546,VICTE,1,1997-05-23,1997-06-20,1997-05-27,3,194.72,Victuailles En Stock,"2, Rue Du Commerce",Lyon,Unknown,69004,France,1997,5,Friday,4.0,On-Time
10547,SEVES,3,1997-05-23,1997-06-20,1997-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,Ox15 4Nb,Uk,1997,5,Friday,10.0,On-Time
10548,TOMSP,3,1997-05-26,1997-06-23,1997-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,Unknown,44087,Germany,1997,5,Monday,7.0,On-Time
10549,QUICK,5,1997-05-27,1997-06-10,1997-05-30,1,171.24,Quick-Stop,Taucherstrasse 10,Cunewalde,Unknown,01307,Germany,1997,5,Tuesday,3.0,On-Time
10550,GODOS,7,1997-05-28,1997-06-25,1997-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Unknown,41101,Spain,1997,5,Wednesday,9.0,On-Time
10551,FURIB,4,1997-05-28,1997-07-09,1997-06-06,3,72.95,Furia Bacalhau E Frutos Do Mar,Jardim Das Rosas N. 32,Lisboa,Unknown,1675,Portugal,1997,5,Wednesday,9.0,On-Time
10552,HILAA,2,1997-05-29,1997-06-26,1997-06-05,1,83.22,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,5,Thursday,7.0,On-Time
10553,WARTH,2,1997-05-30,1997-06-27,1997-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,5,Friday,4.0,On-Time
10554,OTTIK,4,1997-05-30,1997-06-27,1997-05-06,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,1997,5,Friday,-24.0,On-Time
10555,SAVEA,6,1997-06-02,1997-06-30,1997-06-04,3,252.49,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,6,Monday,2.0,On-Time
10556,SIMOB,2,1997-03-06,1997-07-15,1997-06-13,1,9.8,Simons Bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,1997,3,Thursday,99.0,On-Time
10557,LEHMS,9,1997-06-03,1997-06-17,1997-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,6,Tuesday,3.0,On-Time
10558,AROUT,1,1997-04-06,1997-07-02,1997-06-10,2,72.97,Around The Horn,Brook Farm Stratford St. Mary,Colchester,Essex,Co7 6Jx,Uk,1997,4,Sunday,65.0,On-Time
10559,BLONP,6,1997-06-05,1997-03-07,1997-06-13,1,8.05,Blondel Père Et Fils,"24, Place Kléber",Strasbourg,Unknown,67000,France,1997,6,Thursday,8.0,Delayed
10560,FRANK,8,1997-06-06,1997-07-04,1997-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,6,Friday,3.0,On-Time
10561,FOLKO,2,1997-06-06,1997-04-07,1997-09-06,2,242.21,Folk Och Fä Hb,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1997,6,Friday,92.0,Delayed
10562,REGGC,1,1997-06-09,1997-07-07,1997-12-06,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,1997,6,Monday,180.0,Delayed
10563,RICAR,2,1997-06-10,1997-07-22,1997-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio De Janeiro,Rj,02389-890,Brazil,1997,6,Tuesday,14.0,On-Time
10564,RATTC,4,1997-06-10,1997-08-07,1997-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,Nm,87110,Usa,1997,6,Tuesday,6.0,On-Time
10565,MEREP,8,1997-06-11,1997-07-09,1997-06-18,2,7.15,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,6,Wednesday,7.0,On-Time
10566,BLONP,9,1997-06-12,1997-07-10,1997-06-18,1,88.4,Blondel Père Et Fils,"24, Place Kléber",Strasbourg,Unknown,67000,France,1997,6,Thursday,6.0,On-Time
10567,HUNGO,1,1997-06-12,1997-07-10,1997-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,6,Thursday,5.0,On-Time
10568,GALED,3,1997-06-13,1997-11-07,1997-07-09,3,6.54,Galería Del Gastronómo,"Rambla De Cataluña, 23",Barcelona,Unknown,8022,Spain,1997,6,Friday,26.0,On-Time
10569,RATTC,5,1997-06-16,1997-07-14,1997-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,Nm,87110,Usa,1997,6,Monday,25.0,On-Time
10570,MEREP,3,1997-06-17,1997-07-15,1997-06-19,3,188.99,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,6,Tuesday,2.0,On-Time
10571,ERNSH,8,1997-06-17,1997-07-29,1997-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,6,Tuesday,17.0,On-Time
10572,BERGS,3,1997-06-18,1997-07-16,1997-06-25,2,116.43,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,6,Wednesday,7.0,On-Time
10573,ANTON,7,1997-06-19,1997-07-17,1997-06-20,3,84.84,Antonio Moreno Taquería,Mataderos 2312,México D.F.,Unknown,05023,Mexico,1997,6,Thursday,1.0,On-Time
10574,TRAIH,4,1997-06-19,1997-07-17,1997-06-30,2,37.6,Trail'S Head Gourmet Provisioners,722 Davinci Blvd.,Kirkland,Wa,98034,Usa,1997,6,Thursday,11.0,On-Time
10575,MORGK,5,1997-06-20,1997-07-04,1997-06-30,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,04179,Germany,1997,6,Friday,10.0,On-Time
10576,TORTU,3,1997-06-23,1997-07-07,1997-06-30,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico,1997,6,Monday,7.0,On-Time
10577,TRAIH,9,1997-06-23,1997-08-04,1997-06-30,2,25.41,Trail'S Head Gourmet Provisioners,722 Davinci Blvd.,Kirkland,Wa,98034,Usa,1997,6,Monday,7.0,On-Time
10578,BSBEV,4,1997-06-24,1997-07-22,1997-07-25,3,29.6,B'S Beverages,Fauntleroy Circus,London,Unknown,Ec2 5Nt,Uk,1997,6,Tuesday,31.0,Delayed
10579,LETSS,1,1997-06-25,1997-07-23,1997-07-04,2,13.73,Let'S Stop N Shop,87 Polk St. Suite 5,San Francisco,Ca,94117,Usa,1997,6,Wednesday,9.0,On-Time
10580,OTTIK,4,1997-06-26,1997-07-24,1997-07-01,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,1997,6,Thursday,5.0,On-Time
10581,FAMIA,3,1997-06-26,1997-07-24,1997-07-02,1,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,Sp,05442-030,Brazil,1997,6,Thursday,6.0,On-Time
10582,BLAUS,3,1997-06-27,1997-07-25,1997-07-14,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Unknown,68306,Germany,1997,6,Friday,17.0,On-Time
10583,WARTH,2,1997-06-30,1997-07-28,1997-07-04,2,7.28,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,6,Monday,4.0,On-Time
10584,BLONP,4,1997-06-30,1997-07-28,1997-07-04,1,59.14,Blondel Père Et Fils,"24, Place Kléber",Strasbourg,Unknown,67000,France,1997,6,Monday,4.0,On-Time
10585,WELLI,7,1997-07-01,1997-07-29,1997-10-07,1,13.41,Wellington Importadora,"Rua Do Mercado, 12",Resende,Sp,08737-363,Brazil,1997,7,Tuesday,98.0,Delayed
10586,REGGC,9,1997-07-02,1997-07-30,1997-07-09,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,1997,7,Wednesday,7.0,On-Time
10587,QUEDE,1,1997-07-02,1997-07-30,1997-07-09,1,62.52,Que Delícia,"Rua Da Panificadora, 12",Rio De Janeiro,Rj,02389-673,Brazil,1997,7,Wednesday,7.0,On-Time
10588,QUICK,2,1997-07-03,1997-07-31,1997-07-10,3,194.67,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,7,Thursday,7.0,On-Time
10589,GREAL,8,1997-07-04,1997-01-08,1997-07-14,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,Or,97403,Usa,1997,7,Friday,10.0,Delayed
10590,MEREP,4,1997-07-07,1997-08-04,1997-07-14,3,44.77,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,7,Monday,7.0,On-Time
10591,VAFFE,1,1997-07-07,1997-07-21,1997-07-16,1,55.92,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,1997,7,Monday,9.0,On-Time
10592,LEHMS,3,1997-07-08,1997-08-05,1997-07-16,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,7,Tuesday,8.0,On-Time
10593,LEHMS,7,1997-09-07,1997-08-06,1997-08-13,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,9,Sunday,-25.0,Delayed
10594,OLDWO,3,1997-07-09,1997-06-08,1997-07-16,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,Ak,99508,Usa,1997,7,Wednesday,7.0,Delayed
10595,ERNSH,2,1997-07-10,1997-08-07,1997-07-14,1,96.78,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,7,Thursday,4.0,On-Time
10596,WHITC,8,1997-11-07,1997-08-08,1997-12-08,1,16.34,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,11,Friday,31.0,Delayed
10597,PICCO,7,1997-07-11,1997-08-08,1997-07-18,3,35.12,Piccolo Und Mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,1997,7,Friday,7.0,On-Time
10598,RATTC,1,1997-07-14,1997-08-11,1997-07-18,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,Nm,Unknown,Usa,1997,7,Monday,4.0,On-Time
10599,BSBEV,6,1997-07-15,1997-08-26,1997-07-21,3,29.98,B'S Beverages,Fauntleroy Circus,London,Unknown,Ec2 5Nt,Uk,1997,7,Tuesday,6.0,On-Time
10600,HUNGC,4,1997-07-16,1997-08-13,1997-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,Or,97827,Usa,1997,7,Wednesday,5.0,On-Time
10601,HILAA,7,1997-07-16,1997-08-27,1997-07-22,1,58.3,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,7,Wednesday,6.0,On-Time
10602,VAFFE,8,1997-07-17,1997-08-14,1997-07-22,2,2.92,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,1997,7,Thursday,5.0,On-Time
10603,SAVEA,8,1997-07-18,1997-08-15,1997-08-08,2,48.77,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,7,Friday,21.0,On-Time
10604,FURIB,1,1997-07-18,1997-08-15,1997-07-29,1,7.46,Furia Bacalhau E Frutos Do Mar,Jardim Das Rosas N. 32,Lisboa,Unknown,1675,Portugal,1997,7,Friday,11.0,On-Time
10605,MEREP,1,1997-07-21,1997-08-18,1997-07-29,2,379.13,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,7,Monday,8.0,On-Time
10606,TRADH,4,1997-07-22,1997-08-19,1997-07-31,3,79.4,Tradiçao Hipermercados,"Av. Inês De Castro, 414",Sao Paulo,Sp,05634-030,Brazil,1997,7,Tuesday,9.0,On-Time
10607,SAVEA,5,1997-07-22,1997-08-19,1997-07-25,1,2960.0,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,7,Tuesday,3.0,On-Time
10608,TOMSP,4,1997-07-23,1997-08-20,1997-08-01,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,Unknown,44087,Germany,1997,7,Wednesday,9.0,On-Time
10609,DUMON,7,1997-07-24,1997-08-21,1997-07-30,2,1.85,Du Monde Entier,"67, Rue Des Cinquante Otages",Nantes,Unknown,44000,France,1997,7,Thursday,6.0,On-Time
10610,LAMAI,8,1997-07-25,1997-08-22,1997-08-06,1,26.78,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,7,Friday,12.0,On-Time
10611,WOLZA,6,1997-07-25,1997-08-22,1997-08-01,2,80.65,Wolski Zajazd,Ul. Filtrowa 68,Warszawa,Unknown,01-012,Poland,1997,7,Friday,7.0,On-Time
10612,SAVEA,1,1997-07-28,1997-08-25,1997-08-01,2,544.08,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,7,Monday,4.0,On-Time
10613,HILAA,4,1997-07-29,1997-08-26,1997-08-01,2,8.11,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,7,Tuesday,3.0,On-Time
10614,BLAUS,8,1997-07-29,1997-08-26,1997-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Unknown,68306,Germany,1997,7,Tuesday,3.0,On-Time
10615,WILMK,2,1997-07-30,1997-08-27,1997-06-08,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,Unknown,21240,Finland,1997,7,Wednesday,-52.0,On-Time
10616,GREAL,1,1997-07-31,1997-08-28,1997-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,Or,97403,Usa,1997,7,Thursday,5.0,On-Time
10617,GREAL,4,1997-07-31,1997-08-28,1997-08-04,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,Or,97403,Usa,1997,7,Thursday,4.0,On-Time
10618,MEREP,1,1997-08-01,1997-12-09,1997-08-08,1,154.68,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,8,Friday,7.0,On-Time
10619,MEREP,3,1997-08-04,1997-09-01,1997-08-07,3,91.05,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,8,Monday,3.0,On-Time
10620,LAUGB,2,1997-05-08,1997-02-09,1997-08-14,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,Bc,V3F 2K1,Canada,1997,5,Thursday,98.0,Delayed
10621,ISLAT,4,1997-08-05,1997-09-02,1997-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle Of Wight,Po31 7Pj,Uk,1997,8,Tuesday,6.0,On-Time
10622,RICAR,4,1997-08-06,1997-09-03,1997-11-08,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio De Janeiro,Rj,02389-890,Brazil,1997,8,Wednesday,94.0,Delayed
10623,FRANK,8,1997-07-08,1997-09-04,1997-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,7,Tuesday,35.0,On-Time
10624,THECR,4,1997-08-07,1997-09-04,1997-08-19,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,Mt,59801,Usa,1997,8,Thursday,12.0,On-Time
10625,ANATR,3,1997-08-08,1997-09-05,1997-08-14,1,43.9,Ana Trujillo Emparedados Y Helados,Avda. De La Constitución 2222,México D.F.,Unknown,05021,Mexico,1997,8,Friday,6.0,On-Time
10626,BERGS,1,1997-11-08,1997-08-09,1997-08-20,2,138.69,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,11,Saturday,-80.0,Delayed
10627,SAVEA,8,1997-08-11,1997-09-22,1997-08-21,3,107.46,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,8,Monday,10.0,On-Time
10628,BLONP,4,1997-08-12,1997-09-09,1997-08-20,3,30.36,Blondel Père Et Fils,"24, Place Kléber",Strasbourg,Unknown,67000,France,1997,8,Tuesday,8.0,On-Time
10629,GODOS,4,1997-08-12,1997-09-09,1997-08-20,3,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Unknown,41101,Spain,1997,8,Tuesday,8.0,On-Time
10630,KOENE,1,1997-08-13,1997-09-10,1997-08-19,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,Unknown,Germany,1997,8,Wednesday,6.0,On-Time
10631,LAMAI,8,1997-08-14,1997-09-11,1997-08-15,1,0.87,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,8,Thursday,1.0,On-Time
10632,WANDK,8,1997-08-14,1997-09-11,1997-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany,1997,8,Thursday,5.0,On-Time
10633,ERNSH,7,1997-08-15,1997-09-12,1997-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,8,Friday,3.0,On-Time
10634,FOLIG,4,1997-08-15,1997-09-12,1997-08-21,3,487.38,Folies Gourmandes,"184, Chaussée De Tournai",Lille,Unknown,59000,France,1997,8,Friday,6.0,On-Time
10635,MAGAA,8,1997-08-18,1997-09-15,1997-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico Il Moro 22,Bergamo,Unknown,24100,Italy,1997,8,Monday,3.0,On-Time
10636,WARTH,4,1997-08-19,1997-09-16,1997-08-26,1,1.15,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,8,Tuesday,7.0,On-Time
10637,QUEEN,6,1997-08-19,1997-09-16,1997-08-26,1,201.29,Queen Cozinha,"Alameda Dos Canàrios, 891",Sao Paulo,Sp,05487-020,Brazil,1997,8,Tuesday,7.0,On-Time
10638,LINOD,3,1997-08-20,1997-09-17,1997-01-09,1,158.44,Lino-Delicateses,Ave. 5 De Mayo Porlamar,I. De Margarita,Nueva Esparta,4980,Venezuela,1997,8,Wednesday,-223.0,On-Time
10639,SANTG,7,1997-08-20,1997-09-17,1997-08-27,3,38.64,Santé Gourmet,Erling Skakkes Gate 78,Stavern,Unknown,4110,Norway,1997,8,Wednesday,7.0,On-Time
10640,WANDK,4,1997-08-21,1997-09-18,1997-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany,1997,8,Thursday,7.0,On-Time
10641,HILAA,4,1997-08-22,1997-09-19,1997-08-26,2,179.61,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,8,Friday,4.0,On-Time
10642,SIMOB,7,1997-08-22,1997-09-19,1997-09-05,3,41.89,Simons Bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,1997,8,Friday,14.0,On-Time
10643,ALFKI,6,1997-08-25,1997-09-22,1997-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,Unknown,12209,Germany,1997,8,Monday,8.0,On-Time
10644,WELLI,3,1997-08-25,1997-09-22,1997-09-01,2,0.14,Wellington Importadora,"Rua Do Mercado, 12",Resende,Sp,08737-363,Brazil,1997,8,Monday,7.0,On-Time
10645,HANAR,4,1997-08-26,1997-09-23,1997-09-02,1,12.41,Hanari Carnes,"Rua Do Paço, 67",Rio De Janeiro,Rj,05454-876,Brazil,1997,8,Tuesday,7.0,On-Time
10646,HUNGO,9,1997-08-27,1997-10-08,1997-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,8,Wednesday,7.0,On-Time
10647,QUEDE,4,1997-08-27,1997-09-10,1997-03-09,2,45.54,Que Delícia,"Rua Da Panificadora, 12",Rio De Janeiro,Rj,02389-673,Brazil,1997,8,Wednesday,-171.0,On-Time
10648,RICAR,5,1997-08-28,1997-10-09,1997-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio De Janeiro,Rj,02389-890,Brazil,1997,8,Thursday,12.0,On-Time
10649,MAISD,5,1997-08-28,1997-09-25,1997-08-29,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,1997,8,Thursday,1.0,On-Time
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,Sp,05442-030,Brazil,1997,8,Friday,5.0,On-Time
10651,WANDK,8,1997-09-01,1997-09-29,1997-09-11,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany,1997,9,Monday,10.0,On-Time
10652,GOURL,4,1997-01-09,1997-09-29,1997-09-08,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,Sp,04876-786,Brazil,1997,1,Thursday,242.0,On-Time
10653,FRANK,1,1997-09-02,1997-09-30,1997-09-19,1,93.25,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,9,Tuesday,17.0,On-Time
10654,BERGS,5,1997-02-09,1997-09-30,1997-09-11,1,55.26,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,2,Sunday,214.0,On-Time
10655,REGGC,1,1997-09-03,1997-10-01,1997-11-09,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,1997,9,Wednesday,67.0,Delayed
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,Or,97403,Usa,1997,9,Thursday,6.0,On-Time
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2,352.69,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,9,Thursday,11.0,On-Time
10658,QUICK,4,1997-05-09,1997-10-03,1997-09-08,1,364.15,Quick-Stop,Taucherstrasse 10,Cunewalde,Unknown,01307,Germany,1997,5,Friday,122.0,On-Time
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2,105.81,Queen Cozinha,"Alameda Dos Canàrios, 891",Sao Paulo,Sp,05487-020,Brazil,1997,9,Friday,5.0,On-Time
10660,HUNGC,8,1997-09-08,1997-10-06,1997-10-15,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,Or,97827,Usa,1997,9,Monday,37.0,Delayed
10661,HUNGO,7,1997-09-09,1997-07-10,1997-09-15,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,9,Tuesday,6.0,Delayed
10662,LONEP,3,1997-09-09,1997-10-07,1997-09-18,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,Or,97219,Usa,1997,9,Tuesday,9.0,On-Time
10663,BONAP,2,1997-10-09,1997-09-24,1997-10-03,2,113.15,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,10,Thursday,-6.0,Delayed
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3,1.27,Furia Bacalhau E Frutos Do Mar,Jardim Das Rosas N. 32,Lisboa,Unknown,1675,Portugal,1997,9,Wednesday,9.0,On-Time
10665,LONEP,1,1997-09-11,1997-09-10,1997-09-17,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,Or,97219,Usa,1997,9,Thursday,6.0,Delayed
10666,RICSU,7,1997-09-12,1997-10-10,1997-09-22,2,232.42,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,1997,9,Friday,10.0,On-Time
